1.000000000000000000e+00,1.308979648478406921e-01,8.081919960532003844e-02,1.162722748197823203e-01,1.263028232297692122e-01,1.408619086484699245e-01,1.378368842599226041e-01,1.351348354695760812e-01,9.982528125801330698e-02,1.372897548238421472e-01
1.000000000000000000e+00,1.356073938425633729e-01,8.060155907927751828e-02,1.093569272670823073e-01,9.356739944681688459e-02,1.291437610342875408e-01,1.238101950243925276e-01,1.080570653417200350e-01,1.096854373443789943e-01,9.950880523323273052e-02
1.000000000000000000e+00,1.286322283539730882e-01,1.449477575772793736e-01,1.215754266568263020e-01,1.320598557703241138e-01,1.499368131887876820e-01,1.374718198046805950e-01,1.089778581944890051e-01,1.293058284088470233e-01,1.053823052816175859e-01
1.000000000000000000e+00,1.948264724738299203e-01,1.601767551919235921e-01,1.361289541989459395e-01,1.521682802566310666e-01,1.286354079529323513e-01,1.574743732716459566e-01,1.484138886255527146e-01,1.580293830861599080e-01,1.173608078533084215e-01
1.000000000000000000e+00,1.174042738764923127e-01,1.024871460792105421e-01,8.328777341422770319e-02,1.078014669929339003e-01,1.933929197303133896e-01,1.808858457261611763e-01,1.524887382739664454e-01,1.029331210919480072e-01,1.697611915183527831e-01
1.000000000000000000e+00,1.147156345349614331e-01,1.139506862801065445e-01,8.802933120536954315e-02,1.253240539106285911e-01,1.490846542760993765e-01,1.326914014532537545e-01,1.109034422089695965e-01,1.116089018961357870e-01,7.849372573296840849e-02
1.000000000000000000e+00,1.450174849977690639e-01,1.304967931570725770e-01,1.200385336708993667e-01,1.247785949090135516e-01,1.496323713827266144e-01,1.735783680533513340e-01,1.760149263038927603e-01,2.101903034213844779e-01,1.523839551485740018e-01
1.000000000000000000e+00,1.318976980407859101e-01,1.127602399065533584e-01,1.217454422406802905e-01,1.160002325286465102e-01,1.209956812045209912e-01,1.178137728947836610e-01,1.818108981994144835e-01,1.933871899176614895e-01,1.563658181023350746e-01
1.000000000000000000e+00,1.221780343229330740e-01,1.088644003761594231e-01,1.622759244495618203e-01,1.256676963691849835e-01,1.173445442890914958e-01,1.383407849139702273e-01,1.034506953714405264e-01,1.178039397758939011e-01,1.435783730066043096e-01
1.000000000000000000e+00,1.389576816539983550e-01,1.220655376060510583e-01,1.546936165652691153e-01,1.358724784730171720e-01,1.307111023181613263e-01,1.531868978078896326e-01,1.489076612293281920e-01,1.661474343187912817e-01,1.624967113415148601e-01
1.000000000000000000e+00,1.748267013518185753e-01,1.797921256281059255e-01,1.777364006068878344e-01,1.655244615637762595e-01,1.686654677695245130e-01,1.755121693676854056e-01,1.777693688321623500e-01,1.682743908834375690e-01,1.384781227215751975e-01
1.000000000000000000e+00,1.872879570335909682e-01,1.570583525913117062e-01,1.140790199300238950e-01,1.711153840656794434e-01,1.260587843316750833e-01,1.365187910542886296e-01,1.447481271501493971e-01,2.113173912330650328e-01,1.920932656190970922e-01
